id,cliente,valor,status,lat,lng,risco_score
8586,Cliente 8586,21997.72,Reprovada,-24.9597,-54.3507,40
8587,Cliente 8587,45413.81,Aprovada,-28.035,-41.3166,17
8588,Cliente 8588,22001.91,Aprovada,-15.8292,-42.4858,46
8589,Cliente 8589,35387.96,Aprovada,-7.2298,-50.1509,19
8590,Cliente 8590,819.71,Aprovada,-7.9853,-46.0074,1
8591,Cliente 8591,14280.39,Pendenciada,-11.1483,-47.723,2
8592,Cliente 8592,25163.72,Reprovada,-10.8713,-42.6017,45
8593,Cliente 8593,29073.9,Aprovada,-16.9083,-41.5349,37
8594,Cliente 8594,46629.87,Fraude,-27.1077,-42.2243,96
8595,Cliente 8595,11935.25,Aprovada,-16.239,-38.576,54
8596,Cliente 8596,6563.11,Aprovada,-19.1869,-57.2521,52
8597,Cliente 8597,37833.43,Aprovada,-12.4463,-51.1149,5
8598,Cliente 8598,10828.51,Aprovada,-15.9502,-50.5861,22
8599,Cliente 8599,3889.93,Aprovada,-28.3784,-35.0331,57
8600,Cliente 8600,4350.66,Aprovada,-20.9297,-47.7916,64
8601,Cliente 8601,24331.2,Aprovada,-21.536,-46.8086,59
8602,Cliente 8602,26645.51,Aprovada,-27.3807,-42.6933,56
8603,Cliente 8603,1561.64,Aprovada,-7.6254,-58.9194,25
8604,Cliente 8604,41154.59,Aprovada,-18.4961,-43.8732,5
8605,Cliente 8605,34991.51,Aprovada,-29.7206,-57.79,38
8606,Cliente 8606,12398.57,Reprovada,-20.889,-39.6138,65
8607,Cliente 8607,33942.25,Reprovada,-20.4132,-36.7387,48
8608,Cliente 8608,17734.89,Aprovada,-11.1591,-53.7189,8
8609,Cliente 8609,1190.71,Aprovada,-19.6813,-46.1486,54
8610,Cliente 8610,13153.13,Pendenciada,-9.0663,-49.0099,2
8611,Cliente 8611,44986.89,Fraude,-15.9755,-38.1255,100
8612,Cliente 8612,48457.6,Aprovada,-24.8231,-44.8236,38
8613,Cliente 8613,31913.07,Aprovada,-11.1613,-35.1622,58
8614,Cliente 8614,25173.03,Reprovada,-28.9121,-50.4585,1
8615,Cliente 8615,1204.0,Aprovada,-19.9603,-39.6137,12
8616,Cliente 8616,20045.64,Aprovada,-26.3121,-40.5011,39
8617,Cliente 8617,7709.29,Pendenciada,-10.8628,-38.3115,50
8618,Cliente 8618,18442.21,Aprovada,-26.1797,-36.6228,70
8619,Cliente 8619,2809.82,Aprovada,-23.9361,-36.7563,34
8620,Cliente 8620,44014.63,Aprovada,-25.7972,-37.9022,27
8621,Cliente 8621,10621.74,Aprovada,-7.2753,-50.1144,5
8622,Cliente 8622,12597.51,Fraude,-10.3257,-54.1385,88
8623,Cliente 8623,21905.56,Aprovada,-13.4875,-42.2206,70
8624,Cliente 8624,34967.58,Fraude,-22.8419,-35.3299,87
8625,Cliente 8625,29564.63,Aprovada,-11.1226,-42.3619,24
8626,Cliente 8626,43262.12,Fraude,-10.2265,-56.1642,100
8627,Cliente 8627,16868.55,Aprovada,-29.7045,-50.3274,10
8628,Cliente 8628,33294.43,Aprovada,-26.7578,-44.7522,65
8629,Cliente 8629,40934.51,Aprovada,-19.8093,-49.3577,46
8630,Cliente 8630,8645.67,Reprovada,-16.5263,-48.4539,50
8631,Cliente 8631,8905.87,Reprovada,-15.5297,-47.9712,14
8632,Cliente 8632,42704.55,Aprovada,-11.0489,-40.7328,33
8633,Cliente 8633,6123.98,Aprovada,-7.235,-46.554,67
8634,Cliente 8634,18100.41,Aprovada,-8.7396,-55.5494,45
8635,Cliente 8635,38698.68,Reprovada,-20.6397,-38.7549,52
8636,Cliente 8636,15767.39,Aprovada,-28.6852,-55.1572,25
8637,Cliente 8637,24608.4,Aprovada,-19.7561,-43.3134,2
8638,Cliente 8638,5644.37,Aprovada,-5.4509,-59.0726,20
8639,Cliente 8639,17212.8,Aprovada,-10.4627,-55.2832,49
8640,Cliente 8640,40339.02,Aprovada,-8.1324,-59.9254,7
8641,Cliente 8641,21974.94,Fraude,-11.4626,-47.9088,93
8642,Cliente 8642,36329.9,Aprovada,-24.1991,-58.6182,9
8643,Cliente 8643,35605.7,Aprovada,-6.4742,-54.5677,43
8644,Cliente 8644,39332.4,Aprovada,-26.8515,-45.1662,34
8645,Cliente 8645,43932.52,Aprovada,-7.7129,-39.0978,40
8646,Cliente 8646,19620.71,Aprovada,-28.5025,-52.4857,70
8647,Cliente 8647,33957.69,Pendenciada,-15.1059,-45.583,22
8648,Cliente 8648,32520.95,Aprovada,-27.5627,-44.965,24
8649,Cliente 8649,45722.13,Aprovada,-27.4487,-38.268,58
8650,Cliente 8650,47696.53,Aprovada,-25.3473,-53.2467,65
8651,Cliente 8651,32809.0,Aprovada,-26.5712,-35.6149,7
8652,Cliente 8652,24217.16,Reprovada,-20.3233,-55.8354,14
8653,Cliente 8653,4870.08,Aprovada,-16.2286,-49.587,8
8654,Cliente 8654,26198.31,Aprovada,-26.7957,-35.6369,16
8655,Cliente 8655,44502.78,Aprovada,-17.0774,-42.4281,27
8656,Cliente 8656,49037.52,Fraude,-20.9442,-36.4504,100
8657,Cliente 8657,44816.2,Reprovada,-23.5952,-52.8154,24
8658,Cliente 8658,9432.36,Aprovada,-8.8375,-37.6352,9
8659,Cliente 8659,21659.11,Aprovada,-17.4496,-36.8627,66
8660,Cliente 8660,892.27,Aprovada,-14.4966,-36.7089,41
8661,Cliente 8661,34482.02,Aprovada,-7.6952,-53.3886,55
8662,Cliente 8662,47719.09,Aprovada,-15.4949,-38.8726,1
8663,Cliente 8663,44394.57,Pendenciada,-18.3637,-55.1423,7
8664,Cliente 8664,23048.52,Pendenciada,-22.3154,-53.0293,38
8665,Cliente 8665,15526.31,Aprovada,-11.6678,-48.0051,48
8666,Cliente 8666,7668.23,Aprovada,-21.8573,-44.6577,32
8667,Cliente 8667,532.71,Reprovada,-15.7732,-55.574,47
8668,Cliente 8668,45423.59,Aprovada,-29.7582,-43.8876,51
8669,Cliente 8669,15936.02,Aprovada,-18.8286,-41.2992,34
8670,Cliente 8670,19894.06,Aprovada,-16.8882,-37.9322,44
8671,Cliente 8671,15525.26,Aprovada,-13.576,-42.42,14
8672,Cliente 8672,11965.9,Fraude,-15.6707,-42.0284,96
8673,Cliente 8673,5734.81,Fraude,-16.3005,-39.4888,89
8674,Cliente 8674,27736.38,Aprovada,-10.972,-40.5518,4
8675,Cliente 8675,13265.26,Aprovada,-7.7162,-45.1382,32
8676,Cliente 8676,49589.24,Aprovada,-12.8293,-36.0096,6
8677,Cliente 8677,22009.83,Aprovada,-18.6791,-52.8371,59
8678,Cliente 8678,25830.72,Aprovada,-19.8959,-36.9843,42
8679,Cliente 8679,31768.66,Aprovada,-17.0357,-52.2644,67
8680,Cliente 8680,10198.54,Aprovada,-13.1201,-59.3045,30
8681,Cliente 8681,25001.45,Aprovada,-7.083,-48.7017,25
8682,Cliente 8682,15622.78,Aprovada,-17.2596,-55.4068,32
8683,Cliente 8683,28622.49,Aprovada,-16.3734,-35.2231,9
8684,Cliente 8684,18820.73,Aprovada,-17.8258,-36.0325,6
8685,Cliente 8685,26262.98,Reprovada,-5.0649,-45.3188,66
8686,Cliente 8686,14118.4,Aprovada,-28.3763,-38.9526,9
8687,Cliente 8687,48073.59,Aprovada,-13.9001,-56.0997,4
8688,Cliente 8688,12061.63,Pendenciada,-15.6801,-45.9379,42
8689,Cliente 8689,42227.53,Pendenciada,-28.535,-47.6598,35
8690,Cliente 8690,13567.67,Aprovada,-24.023,-48.7095,1
8691,Cliente 8691,11763.59,Aprovada,-5.1569,-55.239,12
8692,Cliente 8692,4302.19,Pendenciada,-16.3136,-54.1111,46
8693,Cliente 8693,25772.78,Aprovada,-9.8302,-38.1797,9
8694,Cliente 8694,9384.71,Aprovada,-12.1566,-43.3376,16
8695,Cliente 8695,40283.7,Aprovada,-16.8201,-57.0051,4
8696,Cliente 8696,34354.62,Aprovada,-25.9052,-46.6264,58
8697,Cliente 8697,28801.18,Aprovada,-14.5195,-50.8063,42
8698,Cliente 8698,18776.44,Fraude,-14.542,-36.4974,99
8699,Cliente 8699,14974.11,Aprovada,-9.6822,-46.8253,58
8700,Cliente 8700,17089.2,Aprovada,-23.3935,-56.7601,57
8701,Cliente 8701,1960.23,Aprovada,-9.1957,-35.3062,53
8702,Cliente 8702,24366.65,Aprovada,-5.3639,-59.8137,60
8703,Cliente 8703,12436.7,Pendenciada,-18.1474,-41.323,60
8704,Cliente 8704,7204.04,Pendenciada,-15.23,-40.7486,18
8705,Cliente 8705,14584.93,Aprovada,-26.9659,-54.9428,20
8706,Cliente 8706,28874.89,Aprovada,-12.0782,-40.2887,29
8707,Cliente 8707,4571.81,Pendenciada,-29.1077,-41.5917,22
8708,Cliente 8708,9121.09,Aprovada,-18.1663,-53.5908,10
8709,Cliente 8709,46363.2,Aprovada,-24.2698,-36.238,68
8710,Cliente 8710,1815.91,Aprovada,-10.1431,-40.3964,33
8711,Cliente 8711,33755.95,Aprovada,-17.5736,-56.6717,48
8712,Cliente 8712,32572.32,Pendenciada,-16.3995,-51.9838,1
8713,Cliente 8713,22269.44,Reprovada,-14.8912,-37.5926,45
8714,Cliente 8714,13565.47,Aprovada,-23.369,-46.7452,55
8715,Cliente 8715,44848.01,Aprovada,-7.7265,-50.6913,2
8716,Cliente 8716,40235.74,Aprovada,-17.3953,-36.563,40
8717,Cliente 8717,21468.81,Aprovada,-23.187,-35.4373,11
8718,Cliente 8718,8220.54,Reprovada,-7.0874,-36.3278,31
8719,Cliente 8719,13613.51,Reprovada,-24.0428,-54.6371,22
8720,Cliente 8720,45272.16,Reprovada,-6.7806,-45.1691,21
8721,Cliente 8721,34067.38,Aprovada,-11.6246,-53.4541,61
8722,Cliente 8722,12893.69,Aprovada,-15.8727,-36.2816,68
8723,Cliente 8723,11635.96,Aprovada,-11.5274,-36.2545,51
8724,Cliente 8724,36594.84,Aprovada,-24.8987,-49.6692,39
8725,Cliente 8725,33600.93,Aprovada,-11.3375,-40.5257,39
8726,Cliente 8726,21153.98,Aprovada,-7.7085,-59.549,10
8727,Cliente 8727,49374.23,Aprovada,-9.9871,-38.2492,46
8728,Cliente 8728,41653.1,Aprovada,-6.3607,-42.7719,20
8729,Cliente 8729,25169.29,Aprovada,-20.7689,-44.9902,25
8730,Cliente 8730,39638.55,Aprovada,-26.1459,-48.15,19
8731,Cliente 8731,3117.39,Pendenciada,-11.5595,-58.9131,52
8732,Cliente 8732,31285.15,Aprovada,-15.9985,-52.6488,42
8733,Cliente 8733,27799.6,Aprovada,-25.9348,-54.6252,13
8734,Cliente 8734,10805.2,Aprovada,-18.7843,-39.5197,42
8735,Cliente 8735,11378.2,Aprovada,-22.9079,-44.2634,53
8736,Cliente 8736,27822.44,Aprovada,-14.2431,-35.2454,47
8737,Cliente 8737,15302.93,Aprovada,-26.0903,-44.5797,45
8738,Cliente 8738,41623.95,Aprovada,-9.986,-47.8976,48
8739,Cliente 8739,4428.61,Aprovada,-23.5804,-54.5671,53
8740,Cliente 8740,26999.72,Reprovada,-14.2128,-52.2365,66
8741,Cliente 8741,2774.55,Aprovada,-19.9611,-54.2088,8
8742,Cliente 8742,43664.06,Aprovada,-12.673,-35.8587,38
8743,Cliente 8743,35798.46,Aprovada,-10.0581,-41.6544,43
8744,Cliente 8744,48347.65,Pendenciada,-8.2065,-56.8358,9
8745,Cliente 8745,40642.99,Aprovada,-16.1628,-41.7923,49
8746,Cliente 8746,40616.97,Pendenciada,-27.8684,-41.9984,16
8747,Cliente 8747,41306.28,Aprovada,-12.7995,-53.6361,34
8748,Cliente 8748,42335.37,Reprovada,-11.9802,-44.5093,46
8749,Cliente 8749,12669.04,Pendenciada,-24.2462,-42.9651,17
8750,Cliente 8750,48107.0,Reprovada,-29.179,-54.0096,32
8751,Cliente 8751,42253.81,Reprovada,-25.5473,-58.5462,17
8752,Cliente 8752,14692.72,Reprovada,-24.7891,-36.268,9
8753,Cliente 8753,25310.95,Aprovada,-27.1471,-52.7482,25
8754,Cliente 8754,9334.05,Pendenciada,-27.6016,-40.9577,28
8755,Cliente 8755,13072.57,Aprovada,-16.999,-59.0288,27
8756,Cliente 8756,10838.54,Fraude,-18.8915,-35.5404,86
8757,Cliente 8757,4030.6,Aprovada,-12.7604,-36.4752,63
8758,Cliente 8758,17487.14,Aprovada,-14.9116,-53.7866,66
8759,Cliente 8759,39191.09,Aprovada,-21.2028,-59.8874,22
8760,Cliente 8760,34184.96,Pendenciada,-9.005,-47.0313,19
8761,Cliente 8761,24737.75,Aprovada,-20.3156,-36.5179,2
8762,Cliente 8762,44932.06,Aprovada,-23.4679,-45.0524,64
8763,Cliente 8763,6973.84,Aprovada,-8.4058,-57.8146,29
8764,Cliente 8764,10225.36,Aprovada,-28.4188,-59.6498,28
8765,Cliente 8765,19798.64,Aprovada,-6.2706,-45.4926,25
8766,Cliente 8766,19764.97,Reprovada,-12.6488,-58.9808,15
8767,Cliente 8767,5532.44,Aprovada,-8.6173,-47.2555,36
8768,Cliente 8768,17937.79,Reprovada,-19.9358,-49.8261,50
8769,Cliente 8769,41707.84,Aprovada,-23.1967,-57.7788,30
8770,Cliente 8770,34052.16,Aprovada,-21.9949,-47.2577,41
8771,Cliente 8771,10881.56,Aprovada,-17.1856,-49.152,49
8772,Cliente 8772,47655.7,Fraude,-23.9651,-53.2645,91
8773,Cliente 8773,19901.31,Aprovada,-5.3633,-47.3893,21
8774,Cliente 8774,33546.9,Aprovada,-16.888,-38.9448,17
8775,Cliente 8775,19058.84,Pendenciada,-15.2035,-55.1303,0
8776,Cliente 8776,30102.92,Fraude,-21.2006,-40.8651,86
8777,Cliente 8777,17837.69,Aprovada,-22.787,-48.9139,37
8778,Cliente 8778,24748.64,Aprovada,-25.8049,-46.068,25
8779,Cliente 8779,39003.35,Reprovada,-16.3724,-39.7772,20
8780,Cliente 8780,32813.34,Pendenciada,-16.1615,-37.9951,38
8781,Cliente 8781,45208.96,Aprovada,-26.0972,-36.7328,27
8782,Cliente 8782,32676.68,Aprovada,-26.3797,-57.2445,68
8783,Cliente 8783,36659.75,Fraude,-17.2326,-49.2324,94
8784,Cliente 8784,12509.16,Aprovada,-17.4617,-40.0108,40
8785,Cliente 8785,29152.63,Pendenciada,-13.5934,-36.3692,4
8786,Cliente 8786,15730.07,Aprovada,-20.8557,-58.991,68
8787,Cliente 8787,23744.68,Reprovada,-20.4513,-52.3188,8
8788,Cliente 8788,35648.38,Aprovada,-16.192,-45.2836,12
8789,Cliente 8789,28401.03,Reprovada,-6.0997,-40.0505,22
8790,Cliente 8790,14948.52,Aprovada,-24.8036,-42.2968,0
8791,Cliente 8791,42737.47,Aprovada,-24.5991,-49.2257,13
8792,Cliente 8792,14631.19,Aprovada,-19.9064,-57.3004,50
8793,Cliente 8793,36166.75,Aprovada,-19.529,-51.7604,52
8794,Cliente 8794,46095.26,Fraude,-9.5482,-46.1291,89
8795,Cliente 8795,47613.37,Aprovada,-10.3424,-49.3563,11
8796,Cliente 8796,42559.86,Aprovada,-20.8171,-43.8018,1
8797,Cliente 8797,13673.98,Aprovada,-16.8487,-43.8878,15
8798,Cliente 8798,20834.65,Pendenciada,-15.6098,-58.8183,53
8799,Cliente 8799,33209.17,Aprovada,-22.6676,-50.13,45
8800,Cliente 8800,40188.07,Aprovada,-5.0746,-36.5344,46
8801,Cliente 8801,36967.05,Aprovada,-27.1913,-44.1634,18
8802,Cliente 8802,18522.97,Pendenciada,-19.6004,-42.2053,12
8803,Cliente 8803,29576.6,Fraude,-11.94,-43.2312,91
8804,Cliente 8804,46200.54,Pendenciada,-14.0618,-43.3839,69
8805,Cliente 8805,9658.58,Aprovada,-28.0095,-56.1134,65
8806,Cliente 8806,9047.39,Pendenciada,-12.9226,-49.3361,22
8807,Cliente 8807,32207.42,Aprovada,-15.2357,-39.3542,10
8808,Cliente 8808,8965.71,Aprovada,-19.7886,-58.892,7
8809,Cliente 8809,26984.18,Aprovada,-13.0475,-40.922,32
8810,Cliente 8810,15441.23,Pendenciada,-22.0013,-56.3463,41
8811,Cliente 8811,26282.73,Aprovada,-27.5162,-40.7422,40
8812,Cliente 8812,16023.83,Pendenciada,-12.0034,-59.7978,26
8813,Cliente 8813,14672.6,Aprovada,-20.436,-52.3037,55
8814,Cliente 8814,24024.46,Reprovada,-24.2261,-46.7433,2
8815,Cliente 8815,22974.09,Aprovada,-14.1242,-44.9262,56
8816,Cliente 8816,14134.12,Reprovada,-29.8014,-48.0916,0
8817,Cliente 8817,17257.52,Reprovada,-27.1989,-47.5673,14
8818,Cliente 8818,27597.03,Aprovada,-23.0442,-57.8354,29
8819,Cliente 8819,44557.28,Aprovada,-6.5193,-58.3253,27
8820,Cliente 8820,35745.61,Aprovada,-20.8689,-35.1296,67
8821,Cliente 8821,40757.71,Pendenciada,-9.0663,-59.0088,35
8822,Cliente 8822,22870.04,Aprovada,-18.6311,-55.7996,4
8823,Cliente 8823,8261.05,Aprovada,-24.9193,-44.0073,1
8824,Cliente 8824,20840.73,Aprovada,-9.1362,-48.0073,9
8825,Cliente 8825,41205.12,Aprovada,-18.788,-59.3303,4
8826,Cliente 8826,3328.84,Aprovada,-28.8033,-44.2939,44
8827,Cliente 8827,45102.04,Aprovada,-25.0249,-53.7932,40
8828,Cliente 8828,38090.17,Pendenciada,-24.7477,-55.4512,66
8829,Cliente 8829,35993.82,Reprovada,-21.784,-54.8153,55
8830,Cliente 8830,3564.58,Aprovada,-8.3412,-41.0524,51
8831,Cliente 8831,11146.86,Aprovada,-10.6889,-40.2721,64
8832,Cliente 8832,35090.23,Reprovada,-10.1595,-44.3445,34
8833,Cliente 8833,28170.77,Aprovada,-23.9129,-37.4475,13
8834,Cliente 8834,43956.4,Pendenciada,-16.7219,-58.8289,21
8835,Cliente 8835,33087.65,Aprovada,-17.6228,-50.5918,11
8836,Cliente 8836,7943.49,Aprovada,-29.1463,-36.3294,60
8837,Cliente 8837,44157.47,Fraude,-13.8562,-43.179,85
8838,Cliente 8838,26802.82,Aprovada,-13.1355,-43.8869,61
8839,Cliente 8839,17657.86,Aprovada,-6.3146,-57.6134,9
8840,Cliente 8840,33217.57,Aprovada,-23.5682,-57.0498,32
8841,Cliente 8841,7401.63,Pendenciada,-21.0653,-41.6916,70
8842,Cliente 8842,17613.05,Pendenciada,-19.8919,-51.1406,18
8843,Cliente 8843,661.67,Aprovada,-16.1111,-46.9701,70
8844,Cliente 8844,17734.13,Aprovada,-17.0305,-39.7639,23
8845,Cliente 8845,23087.13,Aprovada,-14.3976,-36.0706,53
8846,Cliente 8846,41289.41,Aprovada,-26.419,-45.1295,40
8847,Cliente 8847,13433.65,Aprovada,-7.249,-37.7788,66
8848,Cliente 8848,6717.66,Aprovada,-12.6322,-45.9688,50
8849,Cliente 8849,8849.73,Aprovada,-9.753,-55.9876,59
8850,Cliente 8850,34882.56,Aprovada,-26.589,-45.4694,60
8851,Cliente 8851,24789.89,Pendenciada,-24.7392,-45.5756,23
8852,Cliente 8852,19756.54,Aprovada,-18.3307,-46.6759,56
8853,Cliente 8853,42183.56,Aprovada,-19.1001,-44.8267,35
8854,Cliente 8854,43817.96,Aprovada,-27.166,-58.4135,29
8855,Cliente 8855,126.81,Aprovada,-24.0923,-42.4397,21
8856,Cliente 8856,19750.32,Pendenciada,-25.4895,-45.5137,18
8857,Cliente 8857,37876.72,Pendenciada,-26.2806,-51.8432,0
8858,Cliente 8858,5559.53,Aprovada,-22.9285,-42.4563,30
8859,Cliente 8859,42811.41,Reprovada,-16.7344,-41.3956,51
8860,Cliente 8860,4583.02,Fraude,-27.9948,-54.885,95
8861,Cliente 8861,1697.19,Aprovada,-11.0218,-39.0708,6
8862,Cliente 8862,20339.12,Aprovada,-18.9656,-55.2971,61
8863,Cliente 8863,31985.82,Reprovada,-11.101,-40.7205,0
8864,Cliente 8864,10252.4,Aprovada,-17.7354,-50.4688,22
8865,Cliente 8865,24912.69,Aprovada,-24.619,-44.5575,32
8866,Cliente 8866,33294.16,Aprovada,-29.5778,-50.8562,30
8867,Cliente 8867,26457.95,Pendenciada,-14.8196,-51.4729,56
8868,Cliente 8868,49204.4,Aprovada,-9.1252,-40.3832,12
8869,Cliente 8869,28993.62,Aprovada,-21.6737,-54.6615,19
8870,Cliente 8870,44555.72,Aprovada,-9.4004,-52.1696,29
8871,Cliente 8871,46815.82,Fraude,-23.4177,-37.1009,88
8872,Cliente 8872,13996.01,Aprovada,-9.717,-39.8573,40
8873,Cliente 8873,28726.4,Pendenciada,-9.7555,-46.8746,1
8874,Cliente 8874,30609.01,Pendenciada,-13.6385,-41.2537,2
8875,Cliente 8875,23073.27,Reprovada,-16.9523,-38.3856,26
8876,Cliente 8876,5477.7,Pendenciada,-29.3942,-56.2682,38
8877,Cliente 8877,31415.88,Aprovada,-28.6946,-36.6696,43
8878,Cliente 8878,10852.26,Aprovada,-12.2851,-39.4247,32
8879,Cliente 8879,48075.17,Aprovada,-9.5725,-36.8955,12
8880,Cliente 8880,41277.55,Aprovada,-9.0417,-49.9822,1
8881,Cliente 8881,30566.72,Aprovada,-14.425,-55.6413,52
8882,Cliente 8882,46519.95,Aprovada,-11.7498,-41.3722,57
8883,Cliente 8883,31720.83,Reprovada,-28.9138,-37.0038,18
8884,Cliente 8884,42514.87,Pendenciada,-10.1269,-46.9379,9
8885,Cliente 8885,20824.82,Pendenciada,-18.2781,-48.3328,56
8886,Cliente 8886,10774.82,Aprovada,-23.7865,-43.1785,25
8887,Cliente 8887,26441.12,Aprovada,-19.6477,-41.6291,70
8888,Cliente 8888,19440.49,Reprovada,-25.4082,-41.9263,51
8889,Cliente 8889,25336.16,Aprovada,-9.399,-55.104,54
8890,Cliente 8890,43012.77,Aprovada,-17.6803,-59.45,43
8891,Cliente 8891,14243.61,Aprovada,-8.1324,-46.0542,58
8892,Cliente 8892,39239.99,Pendenciada,-20.3446,-45.031,70
8893,Cliente 8893,29566.08,Fraude,-28.6997,-45.3748,92
8894,Cliente 8894,41730.05,Aprovada,-19.783,-49.8491,58
8895,Cliente 8895,6469.11,Aprovada,-8.2793,-50.6875,6
8896,Cliente 8896,28323.02,Aprovada,-17.5661,-41.6403,11
8897,Cliente 8897,34217.73,Pendenciada,-20.1802,-36.5083,3
8898,Cliente 8898,21428.41,Aprovada,-18.1987,-36.4939,68
8899,Cliente 8899,38348.31,Aprovada,-22.8512,-35.1831,52
8900,Cliente 8900,43597.36,Aprovada,-29.3124,-46.7128,1
8901,Cliente 8901,18809.23,Aprovada,-27.4323,-41.6578,26
8902,Cliente 8902,45173.49,Aprovada,-27.2465,-51.2856,6
8903,Cliente 8903,14978.33,Aprovada,-13.5103,-52.6652,1
8904,Cliente 8904,27359.03,Aprovada,-16.4346,-35.848,70
8905,Cliente 8905,7159.36,Aprovada,-20.4012,-39.4764,38
8906,Cliente 8906,3161.53,Reprovada,-20.4272,-48.3918,15
8907,Cliente 8907,24821.73,Pendenciada,-5.5005,-59.8239,21
8908,Cliente 8908,24178.36,Aprovada,-10.3433,-45.7822,26
8909,Cliente 8909,32237.25,Aprovada,-5.8114,-51.5526,41
8910,Cliente 8910,35832.9,Aprovada,-7.7797,-47.7314,64
8911,Cliente 8911,23788.52,Aprovada,-19.3933,-59.7714,65
8912,Cliente 8912,36173.78,Aprovada,-20.6296,-44.5477,25
8913,Cliente 8913,16663.87,Aprovada,-7.4795,-51.3849,58
8914,Cliente 8914,26704.24,Aprovada,-6.2427,-50.9136,29
8915,Cliente 8915,39775.07,Aprovada,-13.6154,-47.9504,61
8916,Cliente 8916,24472.48,Aprovada,-28.1737,-45.2582,64
8917,Cliente 8917,46963.87,Aprovada,-14.6973,-50.2979,23
8918,Cliente 8918,21902.68,Pendenciada,-13.8125,-53.2362,52
8919,Cliente 8919,17136.16,Pendenciada,-8.5143,-37.2442,63
8920,Cliente 8920,24502.8,Aprovada,-24.3027,-54.3419,50
8921,Cliente 8921,15913.44,Aprovada,-8.2252,-40.9515,11
8922,Cliente 8922,6792.75,Aprovada,-12.9432,-41.7413,20
8923,Cliente 8923,24131.33,Aprovada,-8.0456,-36.9165,68
8924,Cliente 8924,19638.5,Aprovada,-27.9025,-48.6238,48
8925,Cliente 8925,13297.28,Aprovada,-10.3798,-50.3452,28
8926,Cliente 8926,14769.11,Aprovada,-14.097,-56.241,41
8927,Cliente 8927,15011.06,Fraude,-11.5863,-37.0813,87
8928,Cliente 8928,35267.02,Fraude,-18.1055,-53.3635,99
8929,Cliente 8929,3418.22,Aprovada,-13.9797,-57.6373,68
8930,Cliente 8930,26594.39,Pendenciada,-24.9859,-46.9158,4
8931,Cliente 8931,5720.42,Pendenciada,-17.2217,-59.9107,4
8932,Cliente 8932,33933.99,Aprovada,-28.8062,-52.8635,23
8933,Cliente 8933,46394.64,Aprovada,-10.4306,-58.0549,20
8934,Cliente 8934,18132.07,Aprovada,-6.0986,-46.0604,50
8935,Cliente 8935,48821.04,Aprovada,-14.3659,-39.1741,38
8936,Cliente 8936,14374.69,Aprovada,-11.6505,-53.0671,16
8937,Cliente 8937,905.07,Pendenciada,-6.5103,-42.0104,10
8938,Cliente 8938,11573.91,Pendenciada,-10.3742,-59.7987,54
8939,Cliente 8939,5914.37,Aprovada,-6.8109,-49.672,70
8940,Cliente 8940,2066.59,Aprovada,-16.1153,-49.3872,0
8941,Cliente 8941,36270.01,Aprovada,-27.5601,-43.6774,61
8942,Cliente 8942,47539.79,Aprovada,-15.7694,-42.2457,63
8943,Cliente 8943,16956.78,Reprovada,-23.3241,-56.0928,36
8944,Cliente 8944,24216.12,Pendenciada,-16.6386,-42.2744,23
8945,Cliente 8945,38412.52,Aprovada,-25.7046,-59.4375,65
8946,Cliente 8946,26800.23,Reprovada,-15.2145,-44.3465,43
8947,Cliente 8947,2419.45,Pendenciada,-14.0245,-37.7305,21
8948,Cliente 8948,8386.42,Aprovada,-9.7266,-39.0044,5
8949,Cliente 8949,41774.56,Pendenciada,-20.028,-47.7787,60
8950,Cliente 8950,1880.73,Aprovada,-23.507,-58.5861,35
8951,Cliente 8951,46725.6,Aprovada,-28.3331,-57.266,41
8952,Cliente 8952,13483.8,Reprovada,-8.4096,-58.9187,12
8953,Cliente 8953,36386.81,Aprovada,-13.5222,-51.6665,54
8954,Cliente 8954,362.14,Fraude,-18.4494,-51.4315,95
8955,Cliente 8955,45539.95,Aprovada,-24.204,-45.0969,53
8956,Cliente 8956,43150.54,Aprovada,-19.64,-41.916,57
8957,Cliente 8957,20869.37,Pendenciada,-28.6869,-38.1488,66
8958,Cliente 8958,48085.98,Fraude,-28.9375,-47.3574,87
8959,Cliente 8959,49238.69,Aprovada,-17.2402,-43.0801,6
8960,Cliente 8960,23470.81,Aprovada,-9.1531,-52.6426,50
8961,Cliente 8961,8026.56,Pendenciada,-24.138,-52.7322,58
8962,Cliente 8962,24462.32,Aprovada,-24.6371,-50.1321,8
8963,Cliente 8963,17024.27,Aprovada,-19.5854,-43.1746,17
8964,Cliente 8964,35436.28,Aprovada,-10.4031,-40.8161,13
8965,Cliente 8965,6703.69,Aprovada,-26.3382,-43.2934,49
8966,Cliente 8966,15669.11,Aprovada,-14.9239,-38.6003,62
8967,Cliente 8967,1149.66,Aprovada,-12.6755,-39.8372,31
8968,Cliente 8968,20733.18,Aprovada,-13.1734,-51.6848,26
8969,Cliente 8969,37132.51,Pendenciada,-13.1861,-43.4185,7
8970,Cliente 8970,28885.09,Aprovada,-24.9633,-59.0444,59
8971,Cliente 8971,24835.57,Aprovada,-17.4818,-50.2081,53
8972,Cliente 8972,22475.64,Aprovada,-16.0872,-46.4449,49
8973,Cliente 8973,46305.26,Aprovada,-12.6932,-48.4766,34
8974,Cliente 8974,3619.3,Fraude,-25.2853,-58.7321,95
