Image_name,Card-set,Card_number,Rarity,Card_name,Other names,Card type,Attribute,Types,Level,ATK / DEF,Password,Status,Effect types,Ritual required,Property,Ritual Monster required,Pendulum Scale,Rank,Link Arrows,ATK / LINK,Other names (Japanese),Summoned by the effect of
TAEV-EN060 R.png,Tactical Evolution,TAEV-EN060,Rare,Symbols of Duty,,Spell,,,,,78794994,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Continuous-like']",,Equip,,,,,,,
ROTD-EN004 SR.png,Rise of the Duelist,ROTD-EN004,Super Rare,Soldier Gaia the Fierce Knight,Soldier Gaia The Fierce Knight,Monster,DARK,Warrior / Effect,8.0,2600 / 2100,33318980,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Trigger', 'Ignition', 'Condition']",,,,,,,,,
FLOD-EN085 C.png,Flames of Destruction,FLOD-EN085,Common,Vendread Nightmare,,Spell,,,,,33971095,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition-like', 'Trigger-like', 'Condition']",,Continuous,,,,,,,
SOD-EN040 SP.png,Soul of the Duelist,SOD-EN040,Short Print,Abyssal Designator,,Spell,,,,,89801755,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
IGAS-EN059 C.png,Ignition Assault,IGAS-EN059,Common,Condolence Puppet,,Spell,,,,,57093995,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Ignition-like', 'Condition']",,Normal,,,,,,,
ETCO-EN022 C.png,Eternity Code,ETCO-EN022,Common,Ancient Warriors - Deceptive Jia Wen,,Monster,FIRE,Beast-Warrior / Effect,4.0,1100 / 1800,06438003,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition']",,,,,,,,,
ANPR-EN025 C.png,Ancient Prophecy,ANPR-EN025,Common,Armed Sea Hunter,,Monster,WATER,Sea Serpent / Effect,4.0,1800 / 400,20470500,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Continuous']",,,,,,,,,
ABYR-EN043 SR.png,Abyss Rising,ABYR-EN043,Super Rare,Heroic Champion - Kusanagi,,Monster,EARTH,Warrior / Xyz / Effect,,2500 / 2400,74593218,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,4.0,,,,
BLVO-EN014 UR.png,Blazing Vortex,BLVO-EN014,Ultra Rare,S-Force Gravitino,,Monster,LIGHT,Psychic / Effect,5.0,2000 / 1400,21368442,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Condition']",,,,,,,,,
POTD-EN018 C.png,Power of the Duelist,POTD-EN018,Common,Black Ptera,,Monster,WIND,Dinosaur / Effect,3.0,1000 / 500,90654356,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
PGD-101 C.png,Pharaonic Guardian,PGD-101,Common,Non Aggression Area,,Trap,,,,,76848240,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Cost', 'Effect']",,Normal,,,,,,,
REDU-EN017 SR.png,Return of the Duelist,REDU-EN017,Super Rare,Temperance of Prophecy,,Monster,EARTH,Spellcaster / Effect,3.0,1000 / 1000,87608852,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
TLM-EN045 R.png,The Lost Millennium,TLM-EN045,Rare,Legendary Black Belt,,Spell,,,,,96458440,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Trigger-like']",,Equip,,,,,,,
STOR-EN054 C.png,Storm of Ragnarok,STOR-EN054,Common,Wattkey,,Spell,,,,,53193261,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
INOV-EN094 C.png,Invasion: Vengeance,INOV-EN094,Common,Mare Mare,,Monster,WATER,Wyrm / Tuner / Effect,7.0,2100 / 1400,54537489,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Condition']",,,,,,,,,
GFP2-EN039 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN039,Ultra Rare,Chaos Grepher,,Monster,LIGHT,Warrior / Effect,4.0,1700 / 1600,18859369,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition', 'Condition']",,,,,,,,,
TDGS-EN014 UR.png,The Duelist Genesis,TDGS-EN014,Ultra Rare,Montage Dragon,,Monster,EARTH,Dragon / Effect,8.0,? / 0,23303072,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Continuous']",,,,,,,,,
MACR-EN041 SR.png,Maximum Crisis ,MACR-EN041,Super Rare,Lyrilusc - Independent Nightingale,,Monster,WIND,Winged Beast / Fusion / Effect,1.0,1000 / 0,76815942,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous', 'Continuous', 'Ignition']",,,,,,,,,
PSV-053 C.png,Pharaoh's Servant,PSV-053,Common,Gamble,,Trap,,,,,37313786,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
EXFO-EN081 C.png,Extreme Force,EXFO-EN081,Common,Kuro-Obi Karate Spirit,,Monster,WIND,Warrior / Pendulum / Spirit / Effect,5.0,2400 / 1000,77511331,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Trigger-like', 'Monster Effect', 'Trigger', 'Trigger']",,,,9.0,,,,,
IGAS-EN000 R.png,Ignition Assault,IGAS-EN000,Rare,Annihilator Archfiend,,Monster,DARK,Fiend / Effect,9.0,2000 / 3000,29603180,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
POTD-EN041 C.png,Power of the Duelist,POTD-EN041,Common,D - Spirit,,Spell,,,,,89899996,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Effect', 'Condition']",,Normal,,,,,,,
EXFO-EN037 SP.png,Extreme Force,EXFO-EN037,Short Print,"Contact ""C""",,Monster,EARTH,Insect / Effect,6.0,1500 / 2200,87170768,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous']",,,,,,,,,
MFC-002 C.png,Magician's Force,MFC-002,Common,Oppressed People,,Monster,WATER,Aqua,1.0,400 / 2000,58538870,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
PSV-043 C.png,Pharaoh's Servant,PSV-043,Common,Darkfire Soldier #1,,Monster,FIRE,Pyro,4.0,1700 / 1150,05388481,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
REDU-EN024 SR.png,Return of the Duelist,REDU-EN024,Super Rare,Madolche Magileine,,Monster,EARTH,Spellcaster / Effect,4.0,1400 / 1200,11868731,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
ABYR-EN000 SR.png,Abyss Rising,ABYR-EN000,Super Rare,Ignoble Knight of Black Laundsallyn,,Monster,DARK,Warrior / Effect,5.0,2000 / 800,95772051,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition', 'Condition', 'Unclassified']",,,,,,,,,
COTD-EN032 C.png,Code of the Duelist,COTD-EN032,Common,Treasure Panda,,Monster,EARTH,Beast / Effect,4.0,1100 / 2000,45221020,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
ANPR-EN058 SR.png,Ancient Prophecy,ANPR-EN058,Super Rare,Saber Slash,,Spell,,,,,11052544,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
INOV-EN030 C.png,Invasion: Vengeance,INOV-EN030,Common,Graydle Slime Jr.,,Monster,WATER,Aqua / Tuner / Effect,2.0,0 / 2000,80250319,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
TAEV-EN010 C.png,Tactical Evolution,TAEV-EN010,Common,Chrysalis Larva,,Monster,FIRE,Insect / Effect,2.0,300 / 300,16241441,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
MAGO-EN138 R.png,Maximum Gold,MAGO-EN138,Rare,Mind Control,,Spell,,,,,37520316,"['Unlimited (OCG)', 'Limited (TCG)']",['Effect'],,Normal,,,,,,,
DANE-EN022 C.png,Dark Neostorm,DANE-EN022,Common,Loud Cloud the Storm Serpent,,Monster,WATER,Reptile / Effect,5.0,0 / 2000,61465001,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Condition', 'Ignition', 'Ignition']",,,,,,,,,
LTGY-EN065 SR.png,Lord of the Tachyon Galaxy,LTGY-EN065,Super Rare,Hysteric Sign,,Spell,,,,,19337371,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like', 'Condition']",,Continuous,,,,,,,
SOVR-EN094 ScR.png,Stardust Overdrive,SOVR-EN094,Secret Rare,Ice Queen,,Monster,WATER,Spellcaster / Effect,8.0,2900 / 2100,14462257,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger']",,,,,,,,,
TAEV-EN043 ScR.png,Tactical Evolution,TAEV-EN043,Secret Rare,Elemental HERO Magma Neos,Elemental Hero Magma Neos,Monster,FIRE,Warrior / Fusion / Effect,9.0,3000 / 2500,78512663,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Trigger', 'Trigger']",,,,,,,,,
PHRA-EN002 C.png,Phantom Rage,PHRA-EN002,Common,The Phantom Knights of Stained Greaves,,Monster,DARK,Warrior / Effect,3.0,1200 / 600,88544390,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,,,,
ABYR-EN034 C.png,Abyss Rising,ABYR-EN034,Common,Metallizing Parasite - Soltite,,Monster,WATER,Aqua / Union,7.0,1000 / 500,87564935,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition-like', 'Continuous-like', 'Condition', 'Continuous-like']",,,,,,,,,
TLM-EN032 C.png,The Lost Millennium,TLM-EN032,Common,King of the Skull Servants,,Monster,DARK,Zombie / Effect,1.0,? / 0,36021814,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Continuous', 'Trigger']",,,,,,,,,
MAGO-EN115 R.png,Maximum Gold,MAGO-EN115,Rare,Barrier Statue of the Drought,,Monster,EARTH,Rock / Effect,4.0,1000 / 1000,19740112,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
ROTD-EN040 SR.png,Rise of the Duelist,ROTD-EN040,Super Rare,The First Darklord,,Monster,DARK,Fairy / Fusion / Effect,12.0,4000 / 4000,04167084,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Trigger', 'Quick']",,,,,,,,,
MAGO-EN110 R.png,Maximum Gold,MAGO-EN110,Rare,D.D. Warrior Lady,D. D. Warrior Lady,Monster,LIGHT,Warrior / Effect,4.0,1500 / 1600,07572887,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
RGBT-EN080 SP.png,Raging Battle,RGBT-EN080,Short Print,Mirror of Oaths,,Trap,,,,,46656406,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
CORE-EN023 SR.png,Clash of Rebellions,CORE-EN023,Super Rare,Red-Eyes Archfiend of Lightning,,Monster,DARK,Fiend / Gemini / Effect,6.0,2500 / 1200,39357122,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Ignition']",,,,,,,,,
SOFU-EN097 C.png,Soul Fusion,SOFU-EN097,Common,Predaplast,,Spell,,,,,72129804,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Unclassified']",,Quick-Play,,,,,,,
BLVO-EN050 ScR.png,Blazing Vortex,BLVO-EN050,Secret Rare,Underworld Goddess of the Closed World,,Monster,LIGHT,Fiend / Link / Effect,,,98127546,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Trigger', 'Continuous', 'Quick']",,,,,,"Bottom-Center,  Bottom-Right,  Middle-Right,  Top-Right,  Top-Center",3000 / 5,,
CBLZ-EN078 UR.png,Cosmo Blazer,CBLZ-EN078,Ultra Rare,Breakthrough Skill,,Trap,,,,,78474168,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Quick-like']",,Normal,,,,,,,
IOC-072 C.png,Invasion of Chaos,IOC-072,Common,Balloon Lizard,,Monster,EARTH,Reptile / Effect,4.0,500 / 1900,39892082,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
DAMA-EN033 SR.png,Dawn of Majesty,DAMA-EN033,Super Rare,Magikey Mechmortar - Garesglasser,,Monster,EARTH,Machine / Ritual / Effect,8.0,2000 / 2800,45877457,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Condition', 'Quick', 'Trigger']",,,,,,,,,
TDIL-EN056 C.png,The Dark Illusion,TDIL-EN056,Common,Forbidden Dark Contract with the Swamp King,,Spell,,,,,10833828,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition-like', 'Ignition-like', 'Trigger-like']",,Continuous,,,,,,,
ANPR-EN097 SR.png,Ancient Prophecy,ANPR-EN097,Super Rare,Beast Machine King Barbaros Ür,,Monster,EARTH,Beast-Warrior / Effect,8.0,3800 / 1200,19028307,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous']",,,,,,,,,
FLOD-EN046 SR.png,Flames of Destruction,FLOD-EN046,Super Rare,Knightmare Phoenix,,Monster,FIRE,Fiend / Link / Effect,,,02857636,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Continuous']",,,,,,"Top-Center,  Middle-Right",1900 / 2,,
LOB-044 SP.png,Legend of Blue Eyes White Dragon,LOB-044,Short Print,Power of Kaishin,,Spell,,,,,77027445,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Condition', 'Continuous-like']",,Equip,,,,,,,
LED8-EN037 UR.png,Legendary Duelists: Synchro Storm,LED8-EN037,Ultra Rare,Lyrilusc - Ensemblue Robin,,Monster,WIND,Winged Beast / Xyz / Effect,,0 / 0,72971064,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Trigger']",,,,,1.0,,,,
GFP2-EN041 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN041,Ultra Rare,Outburst Dragon,,Monster,DARK,Dragon / Effect,8.0,2100 / 2800,87263576,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Quick', 'Condition']",,,,,,,,,
GAOV-EN046 SR.png,Galactic Overlord,GAOV-EN046,Super Rare,"Gaia Dragon, the Thunder Charger",,Monster,WIND,Dragon / Xyz / Effect,,2600 / 2100,91949988,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous']",,,,,7.0,,,,
MACR-EN045 R.png,Maximum Crisis ,MACR-EN045,Rare,D/D/D Stone King Darius,,Monster,EARTH,Fiend / Xyz / Effect,,1900 / 1000,51497409,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Trigger']",,,,,3.0,,,,
MRD-035 SP.png,Metal Raiders,MRD-035,Short Print,Jinzo #7,,Monster,DARK,Machine / Effect,2.0,500 / 400,32809211,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
RDS-EN002 C.png,Rise of Destiny,RDS-EN002,Common,Mighty Guard,,Monster,EARTH,Machine,4.0,500 / 1200,62327910,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
MRD-029 C.png,Metal Raiders,MRD-029,Common,Steel Scorpion,,Monster,EARTH,Machine / Effect,1.0,250 / 300,13599884,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
CSOC-EN014 C.png,Crossroads of Chaos,CSOC-EN014,Common,Gadget Driver,,Monster,EARTH,Machine / Effect,1.0,200 / 200,54497620,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
INOV-EN041 UR.png,Invasion: Vengeance,INOV-EN041,Ultra Rare,Meteor Black Comet Dragon,,Monster,DARK,Dragon / Fusion / Effect,8.0,3500 / 2000,30086349,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
BACH-EN009 ScR.png,Battle of Chaos,BACH-EN009,Secret Rare,Dinomorphia Therizia,,Monster,DARK,Dinosaur / Effect,4.0,1500 / 0,92133240,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
GFP2-EN125 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN125,Ultra Rare,Dark Magician the Dragon Knight,,Monster,DARK,Dragon / Fusion / Effect,8.0,3000 / 2500,41721210,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous']",,,,,,,,,
STOR-EN026 C.png,Storm of Ragnarok,STOR-EN026,Common,Shien's Squire,,Monster,EARTH,Warrior / Tuner,1.0,300 / 700,33883834,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
CIBR-EN063 ScR.png,Circuit Break,CIBR-EN063,Secret Rare,Overdone Burial,Excessive Burial,Spell,,,,,65993085,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Continuous-like', 'Condition']",,Equip,,,,,,,
ROTD-EN090 UR.png,Rise of the Duelist,ROTD-EN090,Ultra Rare,Speedroid CarTurbo,,Monster,WIND,Machine / Tuner / Effect,3.0,800 / 1200,96945958,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition', 'Condition']",,,,,,,,,
SHVI-EN017 C.png,Shining Victories,SHVI-EN017,Common,Blackwing - Decay the Ill Wind,,Monster,DARK,Winged Beast / Tuner / Effect,4.0,1000 / 1000,19462747,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
LOD-096 C.png,Legacy of Darkness,LOD-096,Common,Nutrient Z,,Trap,,,,,29389368,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
POTD-EN025 C.png,Power of the Duelist,POTD-EN025,Common,Alien Skull,,Monster,WIND,Reptile / Effect,4.0,1600 / 1800,25920413,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous']",,,,,,,,,
MACR-EN051 R.png,Maximum Crisis ,MACR-EN051,Rare,Magician's Restage,,Spell,,,,,40252269,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition-like', 'Condition', 'Trigger-like']",,Continuous,,,,,,,
COTD-EN099 C.png,Code of the Duelist,COTD-EN099,Common,Ancient Gear Golem - Ultimate Pound,,Monster,EARTH,Machine / Effect,8.0,3000 / 3000,95735217,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Trigger', 'Trigger']",,,,,,,,,
SOVR-EN006 R.png,Stardust Overdrive,SOVR-EN006,Rare,Zero Gardna,,Monster,EARTH,Warrior / Effect,4.0,0 / 0,93816465,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
GAOV-EN005 R.png,Galactic Overlord,GAOV-EN005,Rare,Gagaga Gardna,,Monster,EARTH,Warrior / Effect,4.0,1500 / 2000,12423762,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
RIRA-EN080 C.png,Rising Rampage,RIRA-EN080,Common,Fighting Dirty,,Trap,,,,,85862791,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
TDIL-EN061 SR.png,The Dark Illusion,TDIL-EN061,Super Rare,Metalfoes Fusion,,Spell,,,,,73594093,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Ignition-like', 'Condition']",,Normal,,,,,,,
DOCS-EN040 SP.png,Dimension of Chaos,DOCS-EN040,Short Print,Pot of The Forbidden,,Monster,EARTH,Rock / Flip / Effect,9.0,2000 / 3000,91501248,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Flip', 'Condition']",,,,,,,,,
CHIM-EN053 C.png,Chaos Impact,CHIM-EN053,Common,Marincess Battle Ocean,,Spell,,,,,91027843,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Continuous-like', 'Trigger-like']",,Field,,,,,,,
ABYR-EN045 SR.png,Abyss Rising,ABYR-EN045,Super Rare,Number 8: Heraldic King Genom-Heritage,,Monster,LIGHT,Psychic / Xyz / Effect,,2400 / 1800,47387961,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,4.0,,,,
AST-072 C.png,Ancient Sanctuary,AST-072,Common,Absorbing Kid from the Sky,,Monster,LIGHT,Fairy / Effect,4.0,1300 / 1000,49771608,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
JOTL-EN001 R.png,Judgment of the Light,JOTL-EN001,Rare,DZW - Chimera Clad,,Monster,DARK,Fiend / Effect,1.0,0 / 0,06330307,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Continuous-like', 'Trigger-like']",,,,,,,,,
DIFO-EN019 C.png,Dimension Force,DIFO-EN019,Common,Predaplant Triantis,,Monster,DARK,Plant / Pendulum / Effect,8.0,2400 / 1000,17825378,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Continuous-like', 'Monster Effect', 'Trigger']",,,,8.0,,,,,
MRL-021 C.png,Spell Ruler,MRL-021,Common,Mechanical Snail,,Monster,DARK,Machine,3.0,800 / 1000,34442949,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
CRMS-EN071 C.png,Crimson Crisis,CRMS-EN071,Common,Fake Explosion,,Trap,,,,,41234315,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Trigger-like']",,Normal,,,,,,,
SHSP-EN000 SR.png,Shadow Specters,SHSP-EN000,Super Rare,Ghostrick Ghoul,,Monster,DARK,Zombie / Effect,3.0,1100 / 1200,85463083,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Ignition']",,,,,,,,,
DIFO-EN016 C.png,Dimension Force,DIFO-EN016,Common,Heroic Challenger - Morning Star,,Monster,EARTH,Warrior / Effect,4.0,1500 / 1300,18548966,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Ignition', 'Condition']",,,,,,,,,
RATE-EN087 R.png,Raging Tempest,RATE-EN087,Rare,SPYRAL Tough,,Monster,WIND,Warrior / Effect,4.0,1900 / 1500,20584712,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Ignition']",,,,,,,,,
MRD-098 C.png,Metal Raiders,MRD-098,Common,7 Colored Fish,,Monster,WATER,Fish,4.0,1800 / 800,23771716,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
DUEA-EN065 ScR.png,Duelist Alliance,DUEA-EN065,Secret Rare,Magical Spring,,Spell,,,,,43455065,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Quick-Play,,,,,,,
FET-EN028 C.png,Flaming Eternity,FET-EN028,Common,The Dark - Hex-Sealed Fusion,,Monster,DARK,Rock / Effect,3.0,1000 / 1600,52101615,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Ignition']",,,,,,,,,
EOJ-EN044 C.png,Enemy of Justice,EOJ-EN044,Common,Celestial Transformation,,Spell,,,,,28890974,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Lingering']",,Quick-Play,,,,,,,
GFP2-EN124 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN124,Ultra Rare,Chimeratech Rampage Dragon,,Monster,DARK,Machine / Fusion / Effect,5.0,2100 / 1600,84058253,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Ignition']",,,,,,,,,
PHRA-EN047 C.png,Phantom Rage,PHRA-EN047,Common,Tri-Brigade Rugal the Silver Sheller,,Monster,EARTH,Beast-Warrior / Link / Effect,,,52331012,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Trigger', 'Condition']",,,,,,"Bottom-Center,  Bottom-Right,  Middle-Right",2300 / 3,,
EXFO-EN066 C.png,Extreme Force,EXFO-EN066,Common,Parallel Port Armor,,Trap,,,,,00879958,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Continuous-like', 'Quick-like']",,Normal,,,,,,,
SOI-EN039 C.png,Shadow of Infinity,SOI-EN039,Common,Ancient Gear Factory,,Spell,,,,,30435145,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
LODT-EN094 R.png,Light of Destruction,LODT-EN094,Rare,Owner's Seal,,Spell,,,,,09720537,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
LED8-EN030 C.png,Legendary Duelists: Synchro Storm,LED8-EN030,Common,Noble Knight Joan,,Monster,LIGHT,Warrior / Effect,4.0,1900 / 1300,18426196,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger']",,,,,,,,,
IOC-025 UR.png,Invasion of Chaos,IOC-025,Ultra Rare,Black Luster Soldier - Envoy of the Beginning,,Monster,LIGHT,Warrior / Effect,8.0,3000 / 2500,72989439,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Condition', 'Ignition', 'Condition', 'Trigger']",,,,,,,,,
PHRA-EN021 C.png,Phantom Rage,PHRA-EN021,Common,Awakening of the Possessed - Rasenryu,,Monster,WIND,Dragon / Effect,5.0,2000 / 200,00410904,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Trigger', 'Trigger']",,,,,,,,,
PRIO-EN016 C.png,Primal Origin,PRIO-EN016,Common,Artifact Labrys,,Monster,LIGHT,Fairy / Effect,5.0,2300 / 1000,47863787,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger', 'Trigger']",,,,,,,,,
TAEV-EN088 ScR.png,Tactical Evolution,TAEV-EN088,Secret Rare,Il Blud,,Monster,DARK,Zombie / Gemini / Effect,6.0,2100 / 800,70595331,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Ignition', 'Continuous']",,,,,,,,,
CROS-EN031 C.png,Crossed Souls,CROS-EN031,Common,Infernoid Sjette,,Monster,FIRE,Fiend / Effect,6.0,2400 / 0,96055137,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Quick']",,,,,,,,,
CROS-EN018 C.png,Crossed Souls,CROS-EN018,Common,Yosenju Kodam,,Monster,WIND,Beast-Warrior / Effect,1.0,0 / 0,23740893,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition', 'Ignition']",,,,,,,,,
GFP2-EN178 GR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN178,Ghost Rare,Cyber Dragon,,Monster,LIGHT,Machine / Effect,5.0,2100 / 1600,70095154,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Unclassified'],,,,,,,,,
