id,cliente,valor,status,lat,lng,risco_score,ibge,municipio,uf,estado,occurred_at,regiao
8436,Cliente 8436,35718.65,Aprovada,-6.81471,-44.6509,21,211065,São Domingos do Azeitão,MA,Maranhão,2026-01-30T03:26:07,Nordeste
8437,Cliente 8437,24876.73,Aprovada,-7.01743,-37.2747,50,251080,Patos,PB,Paraíba,2026-05-02T13:42:47,Nordeste
8438,Cliente 8438,11420.16,Aprovada,-3.20451,-44.9912,63,211280,Viana,MA,Maranhão,2026-07-19T17:28:30,Nordeste
8439,Cliente 8439,24792.99,Pendenciada,-9.70971,-35.8967,52,270470,Marechal Deodoro,AL,Alagoas,2026-05-06T00:32:49,Nordeste
8440,Cliente 8440,5422.6,Pendenciada,-27.8911,-52.2294,54,430890,Getúlio Vargas,RS,Rio Grande do Sul,2026-06-28T19:54:06,Sul
8441,Cliente 8441,8841.56,Aprovada,-28.219,-55.0617,16,430635,Dezesseis de Novembro,RS,Rio Grande do Sul,2026-02-11T06:45:20,Sul
8442,Cliente 8442,1566.46,Aprovada,-22.2795,-48.1251,63,350790,Brotas,SP,São Paulo,2026-04-06T06:42:08,Sudeste
8443,Cliente 8443,32171.65,Aprovada,-6.09329,-35.1991,63,240820,Nísia Floresta,RN,Rio Grande do Norte,2026-07-01T13:39:09,Nordeste
8444,Cliente 8444,2858.42,Aprovada,-23.7656,-53.3201,68,412810,Umuarama,PR,Paraná,2026-02-19T14:35:40,Sul
8445,Cliente 8445,7183.37,Aprovada,-28.7799,-51.6113,60,431330,Nova Prata,RS,Rio Grande do Sul,2026-02-07T05:12:22,Sul
8446,Cliente 8446,13243.74,Aprovada,-16.5211,-50.3726,12,522010,São Luís de Montes Belos,GO,Goiás,2026-05-19T21:10:27,Centro-Oeste
8447,Cliente 8447,39584.36,Pendenciada,-3.76803,-60.369,39,130110,Careiro,AM,Amazonas,2026-03-07T03:25:24,Norte
8448,Cliente 8448,42359.97,Reprovada,-17.0831,-42.2589,34,313545,Jenipapo de Minas,MG,Minas Gerais,2026-01-02T04:06:36,Sudeste
8449,Cliente 8449,8261.18,Aprovada,-12.7458,-48.2352,57,172025,São Salvador do Tocantins,TO,Tocantins,2026-07-19T14:09:39,Norte
8450,Cliente 8450,13544.93,Aprovada,-8.26136,-49.2689,45,150270,Conceição do Araguaia,PA,Pará,2026-04-21T05:40:45,Norte
8451,Cliente 8451,18793.9,Aprovada,-6.49659,-49.8776,56,150215,Canaã dos Carajás,PA,Pará,2026-03-01T13:35:46,Norte
8452,Cliente 8452,38317.86,Reprovada,-10.2874,-36.5819,63,270670,Penedo,AL,Alagoas,2026-06-17T15:59:42,Nordeste
8453,Cliente 8453,26767.91,Aprovada,-27.4238,-52.6789,60,430805,Faxinalzinho,RS,Rio Grande do Sul,2026-02-03T10:47:01,Sul
8454,Cliente 8454,24383.31,Aprovada,-16.4127,-50.1657,34,520015,Adelândia,GO,Goiás,2026-06-29T21:30:27,Centro-Oeste
8455,Cliente 8455,9652.03,Reprovada,-10.7339,-41.3234,9,293245,Umburanas,BA,Bahia,2026-07-23T18:06:01,Nordeste
8456,Cliente 8456,28472.31,Aprovada,-20.4389,-50.8254,20,352910,Marinópolis,SP,São Paulo,2026-07-22T15:34:39,Sudeste
8457,Cliente 8457,35596.5,Aprovada,-29.3639,-49.853,40,430655,Dom Pedro de Alcântara,RS,Rio Grande do Sul,2026-07-15T14:06:33,Sul
8458,Cliente 8458,45477.4,Aprovada,-20.9007,-45.1285,59,315880,Santana do Jacaré,MG,Minas Gerais,2026-02-10T13:03:47,Sudeste
8459,Cliente 8459,38089.04,Aprovada,-2.93111,-41.3408,49,220208,Cajueiro da Praia,PI,Piauí,2026-06-13T01:15:01,Nordeste
8460,Cliente 8460,35683.62,Fraude,-7.59713,-42.3676,87,221039,São Miguel do Fidalgo,PI,Piauí,2026-07-07T00:43:36,Nordeste
8461,Cliente 8461,42221.45,Aprovada,-19.6883,-43.9239,5,317120,Vespasiano,MG,Minas Gerais,2026-07-11T22:34:47,Sudeste
8462,Cliente 8462,9360.88,Aprovada,-6.54899,-42.248,55,221140,Várzea Grande,PI,Piauí,2026-01-15T12:17:30,Nordeste
8463,Cliente 8463,23126.14,Aprovada,-29.4782,-54.2244,40,432149,Toropi,RS,Rio Grande do Sul,2026-03-21T11:07:04,Sul
8464,Cliente 8464,45148.67,Pendenciada,-17.1862,-41.7004,59,311300,Caraí,MG,Minas Gerais,2026-05-13T13:13:10,Sudeste
8465,Cliente 8465,29788.44,Pendenciada,-18.8235,-42.4388,52,315750,Santa Efigênia de Minas,MG,Minas Gerais,2026-01-25T19:34:51,Sudeste
8466,Cliente 8466,35088.78,Aprovada,-30.4562,-51.6017,18,432055,Sertão Santana,RS,Rio Grande do Sul,2026-01-18T05:19:27,Sul
8467,Cliente 8467,8846.6,Aprovada,-29.6505,-50.7753,51,432120,Taquara,RS,Rio Grande do Sul,2026-05-10T22:38:01,Sul
8468,Cliente 8468,36931.42,Aprovada,-6.65075,-42.5418,57,220100,Arraial,PI,Piauí,2026-02-09T03:11:54,Nordeste
8469,Cliente 8469,17999.58,Aprovada,-9.53768,-36.6372,67,270310,Igaci,AL,Alagoas,2026-01-24T06:40:55,Nordeste
8470,Cliente 8470,19566.7,Aprovada,-22.6078,-43.7108,1,330360,Paracambi,RJ,Rio de Janeiro,2026-02-27T15:04:07,Sudeste
8471,Cliente 8471,27818.09,Aprovada,-19.7386,-45.2622,22,310740,Bom Despacho,MG,Minas Gerais,2026-05-30T12:07:01,Sudeste
8472,Cliente 8472,29363.88,Aprovada,-19.2832,-43.9613,43,310500,Baldim,MG,Minas Gerais,2026-07-23T12:33:43,Sudeste
8473,Cliente 8473,1690.38,Aprovada,-3.83542,-50.6399,40,150548,Pacajá,PA,Pará,2026-01-28T11:26:00,Norte
8474,Cliente 8474,47050.99,Aprovada,-28.9312,-54.5558,24,430465,Capão do Cipó,RS,Rio Grande do Sul,2026-04-14T00:14:41,Sul
8475,Cliente 8475,249.57,Pendenciada,-18.7754,-45.4974,26,310700,Biquinhas,MG,Minas Gerais,2026-06-12T20:44:14,Sudeste
8476,Cliente 8476,17965.81,Reprovada,-28.219,-55.0617,41,430635,Dezesseis de Novembro,RS,Rio Grande do Sul,2026-06-28T07:21:19,Sul
8477,Cliente 8477,17761.14,Aprovada,-2.91872,-44.0715,34,210920,Presidente Juscelino,MA,Maranhão,2026-04-08T21:29:55,Nordeste
8478,Cliente 8478,1227.96,Aprovada,-17.2183,-40.0974,52,293325,Vereda,BA,Bahia,2026-04-06T16:33:04,Nordeste
8479,Cliente 8479,48049.48,Aprovada,-28.3659,-53.772,20,430258,Bozano,RS,Rio Grande do Sul,2026-07-20T06:28:22,Sul
8480,Cliente 8480,49547.89,Aprovada,-24.11,-51.6506,16,411342,Lidianópolis,PR,Paraná,2026-04-10T19:32:56,Sul
8481,Cliente 8481,15199.86,Aprovada,-7.1785,-41.7609,68,220910,Santa Cruz do Piauí,PI,Piauí,2026-05-15T21:49:44,Nordeste
8482,Cliente 8482,24273.41,Pendenciada,-7.38775,-36.8085,14,251480,São José dos Cordeiros,PB,Paraíba,2026-06-16T07:39:16,Nordeste
8483,Cliente 8483,34393.06,Aprovada,-22.0112,-49.7873,21,352580,Júlio Mesquita,SP,São Paulo,2026-06-19T20:54:27,Sudeste
8484,Cliente 8484,746.7,Aprovada,-20.7994,-41.3948,11,320310,Jerônimo Monteiro,ES,Espírito Santo,2026-04-11T19:42:34,Sudeste
8485,Cliente 8485,4859.77,Aprovada,-23.2,-50.7939,46,412840,Uraí,PR,Paraná,2026-06-07T01:14:58,Sul
8486,Cliente 8486,27067.26,Aprovada,-10.7906,-49.6199,50,171190,Lagoa da Confusão,TO,Tocantins,2026-05-30T01:15:10,Norte
8487,Cliente 8487,24252.13,Aprovada,-22.2097,-44.2344,2,314780,Passa-Vinte,MG,Minas Gerais,2026-07-03T11:13:57,Sudeste
8488,Cliente 8488,2303.68,Aprovada,-29.1313,-49.7109,51,421565,Santa Rosa do Sul,SC,Santa Catarina,2026-05-27T10:43:26,Sul
8489,Cliente 8489,37829.59,Aprovada,-6.04647,-42.7123,39,220945,Santo Antônio dos Milagres,PI,Piauí,2026-05-01T05:59:51,Nordeste
8490,Cliente 8490,47088.71,Aprovada,-7.15535,-35.8491,35,250830,Lagoa Seca,PB,Paraíba,2026-03-09T11:43:23,Nordeste
8491,Cliente 8491,47320.0,Aprovada,-9.47783,-35.8394,0,270770,Rio Largo,AL,Alagoas,2026-04-23T22:07:39,Nordeste
8492,Cliente 8492,14645.34,Aprovada,-19.739,-46.3755,30,315300,Pratinha,MG,Minas Gerais,2026-07-14T23:53:23,Sudeste
8493,Cliente 8493,21304.37,Aprovada,-23.4441,-51.876,11,412625,Sarandi,PR,Paraná,2026-05-26T16:29:56,Sul
8494,Cliente 8494,2105.01,Aprovada,-17.8143,-50.1653,12,521805,Porteirão,GO,Goiás,2026-04-28T17:21:27,Centro-Oeste
8495,Cliente 8495,37880.59,Aprovada,-17.8481,-40.3533,29,314430,Nanuque,MG,Minas Gerais,2026-06-19T20:28:17,Sudeste
8496,Cliente 8496,2775.56,Aprovada,-22.868,-50.6814,43,351610,Florínia,SP,São Paulo,2026-04-17T22:40:24,Sudeste
8497,Cliente 8497,26249.51,Aprovada,-3.44637,-52.8875,4,150445,Medicilândia,PA,Pará,2026-05-09T05:35:05,Norte
8498,Cliente 8498,39209.78,Aprovada,-27.4022,-54.0814,40,432147,Tiradentes do Sul,RS,Rio Grande do Sul,2026-04-12T14:49:51,Sul
8499,Cliente 8499,1327.46,Reprovada,-27.1591,-50.4659,63,421335,Ponte Alta do Norte,SC,Santa Catarina,2026-07-12T23:27:41,Sul
8500,Cliente 8500,1695.76,Aprovada,-15.1702,-42.4941,32,314345,Montezuma,MG,Minas Gerais,2026-06-13T08:05:19,Sudeste
8501,Cliente 8501,4583.84,Aprovada,-6.04647,-42.7123,8,220945,Santo Antônio dos Milagres,PI,Piauí,2026-01-30T08:02:48,Nordeste
8502,Cliente 8502,22328.47,Fraude,-14.4823,-46.1165,95,521270,Mambaí,GO,Goiás,2026-06-30T13:04:30,Centro-Oeste
8503,Cliente 8503,49878.75,Aprovada,-10.707,-48.9086,0,171550,Oliveira de Fátima,TO,Tocantins,2026-06-14T08:42:07,Norte
8504,Cliente 8504,18515.13,Aprovada,-21.9671,-45.3498,24,313780,Lambari,MG,Minas Gerais,2026-03-17T18:38:03,Sudeste
8505,Cliente 8505,19550.28,Pendenciada,-20.6561,-42.8564,55,316850,Teixeiras,MG,Minas Gerais,2026-02-09T01:41:16,Sudeste
8506,Cliente 8506,14465.59,Pendenciada,-8.16688,-40.6079,12,261255,Santa Filomena,PE,Pernambuco,2026-04-16T12:28:13,Nordeste
8507,Cliente 8507,40540.51,Aprovada,-27.0977,-48.9107,16,420290,Brusque,SC,Santa Catarina,2026-06-18T05:40:03,Sul
8508,Cliente 8508,49097.51,Aprovada,-22.5483,-47.9096,45,355040,São Pedro,SP,São Paulo,2026-05-18T11:44:03,Sudeste
8509,Cliente 8509,27124.97,Aprovada,-19.7548,-43.8497,52,315780,Santa Luzia,MG,Minas Gerais,2026-02-19T05:08:33,Sudeste
8510,Cliente 8510,17144.17,Reprovada,-21.305,-46.7081,10,312870,Guaxupé,MG,Minas Gerais,2026-05-16T11:50:12,Sudeste
8511,Cliente 8511,15821.18,Aprovada,-28.1254,-51.3961,68,430462,Capão Bonito do Sul,RS,Rio Grande do Sul,2026-02-02T04:33:16,Sul
8512,Cliente 8512,2274.15,Aprovada,-9.66599,-35.735,46,270430,Maceió,AL,Alagoas,2026-07-23T19:42:19,Nordeste
8513,Cliente 8513,27810.01,Aprovada,-29.1897,-54.8666,48,431740,Santiago,RS,Rio Grande do Sul,2026-05-01T03:35:06,Sul
8514,Cliente 8514,38105.6,Fraude,-5.57352,-36.1084,91,240960,Pedra Preta,RN,Rio Grande do Norte,2026-01-28T20:41:30,Nordeste
8515,Cliente 8515,6424.52,Aprovada,-7.55106,-38.5014,37,250440,Conceição,PB,Paraíba,2026-07-03T17:55:45,Nordeste
8516,Cliente 8516,19645.42,Aprovada,-24.6271,-54.2265,2,411845,Pato Bragado,PR,Paraná,2026-06-09T17:59:02,Sul
8517,Cliente 8517,7960.89,Aprovada,-14.5003,-42.2229,14,290500,Caculé,BA,Bahia,2026-04-23T02:21:49,Nordeste
8518,Cliente 8518,28022.17,Aprovada,-27.5716,-52.0211,45,432290,Viadutos,RS,Rio Grande do Sul,2026-05-25T15:40:53,Sul
8519,Cliente 8519,2714.44,Aprovada,-18.4544,-42.2481,63,314420,Nacip Raydan,MG,Minas Gerais,2026-05-12T04:38:21,Sudeste
8520,Cliente 8520,26600.88,Aprovada,-21.2544,-52.0365,40,500230,Brasilândia,MS,Mato Grosso do Sul,2026-03-12T16:35:46,Centro-Oeste
8521,Cliente 8521,30915.95,Aprovada,-4.04913,-45.2457,37,211172,Satubinha,MA,Maranhão,2026-03-31T15:13:17,Nordeste
8522,Cliente 8522,44103.78,Aprovada,-18.6653,-43.0752,49,315680,Sabinópolis,MG,Minas Gerais,2026-03-16T05:44:49,Sudeste
8523,Cliente 8523,34622.18,Aprovada,-15.3944,-42.86,60,314100,Mato Verde,MG,Minas Gerais,2026-05-22T03:33:05,Sudeste
8524,Cliente 8524,19249.98,Aprovada,-9.30742,-37.2889,13,270720,Poço das Trincheiras,AL,Alagoas,2026-01-17T06:20:46,Nordeste
8525,Cliente 8525,2691.28,Aprovada,-10.24,-48.3558,54,172100,Palmas,TO,Tocantins,2026-01-23T02:27:13,Norte
8526,Cliente 8526,1157.71,Aprovada,-20.6485,-50.364,33,351690,General Salgado,SP,São Paulo,2026-05-10T15:00:59,Sudeste
8527,Cliente 8527,41288.62,Aprovada,-29.4974,-50.1016,63,431065,Itati,RS,Rio Grande do Sul,2026-05-15T10:43:59,Sul
8528,Cliente 8528,19578.71,Reprovada,-28.8399,-51.8895,10,430940,Guaporé,RS,Rio Grande do Sul,2026-03-14T12:25:08,Sul
8529,Cliente 8529,12408.85,Aprovada,-21.1853,-48.9086,52,353810,Pindorama,SP,São Paulo,2026-05-06T12:03:17,Sudeste
8530,Cliente 8530,44921.42,Aprovada,-22.1514,-49.3356,44,350430,Avaí,SP,São Paulo,2026-04-06T13:32:42,Sudeste
8531,Cliente 8531,35325.87,Pendenciada,-9.82272,-37.277,42,270090,Belo Monte,AL,Alagoas,2026-02-12T05:10:33,Nordeste
8532,Cliente 8532,45069.49,Aprovada,-21.4872,-51.7024,10,353480,Ouro Verde,SP,São Paulo,2026-04-23T20:02:20,Sudeste
8533,Cliente 8533,29900.47,Aprovada,-9.46313,-35.552,3,270644,Paripueira,AL,Alagoas,2026-05-03T23:58:16,Nordeste
8534,Cliente 8534,19252.72,Aprovada,-3.43245,-45.6619,55,210465,Governador Newton Bello,MA,Maranhão,2026-07-09T21:16:13,Nordeste
8535,Cliente 8535,42978.73,Aprovada,-24.4693,-53.9552,52,411722,Nova Santa Rosa,PR,Paraná,2026-03-14T01:03:15,Sul
8536,Cliente 8536,10607.63,Pendenciada,-10.0685,-38.3471,46,291810,Jeremoabo,BA,Bahia,2026-07-17T22:17:24,Nordeste
8537,Cliente 8537,146.86,Pendenciada,-7.03262,-48.3978,10,170388,Carmolândia,TO,Tocantins,2026-03-05T13:27:06,Norte
8538,Cliente 8538,24361.03,Aprovada,-17.3707,-40.2238,39,292110,Medeiros Neto,BA,Bahia,2026-03-15T13:33:13,Nordeste
8539,Cliente 8539,30433.59,Reprovada,-24.6723,-52.5661,9,411680,Nova Cantu,PR,Paraná,2026-05-01T22:10:13,Sul
8540,Cliente 8540,22954.93,Pendenciada,-20.9602,-49.0307,16,355260,Tabapuã,SP,São Paulo,2026-06-11T16:45:59,Sudeste
8541,Cliente 8541,16264.95,Aprovada,-14.3195,-39.469,53,291150,Gongogi,BA,Bahia,2026-02-11T22:26:43,Nordeste
8542,Cliente 8542,34058.81,Pendenciada,-29.4772,-51.4174,27,432225,Tupandi,RS,Rio Grande do Sul,2026-07-11T07:44:44,Sul
8543,Cliente 8543,26733.08,Pendenciada,-11.2659,-37.4484,69,280210,Estância,SE,Sergipe,2026-06-15T07:28:02,Nordeste
8544,Cliente 8544,33355.96,Aprovada,-21.9091,-49.8986,42,351730,Guaimbê,SP,São Paulo,2026-04-18T00:10:53,Sudeste
8545,Cliente 8545,49521.58,Reprovada,-21.2168,-44.6138,30,314450,Nazareno,MG,Minas Gerais,2026-06-17T20:19:00,Sudeste
8546,Cliente 8546,45670.96,Aprovada,-16.5714,-49.6954,59,521910,Santa Bárbara de Goiás,GO,Goiás,2026-03-23T15:40:17,Centro-Oeste
8547,Cliente 8547,28817.32,Aprovada,-21.4633,-45.2201,33,311390,Carmo da Cachoeira,MG,Minas Gerais,2026-01-17T08:54:24,Sudeste
8548,Cliente 8548,20492.53,Aprovada,-11.968,-39.1033,6,293110,Tanquinho,BA,Bahia,2026-03-20T22:22:56,Nordeste
8549,Cliente 8549,11560.02,Aprovada,-23.108,-53.1103,70,412395,Santa Mônica,PR,Paraná,2026-02-23T14:55:02,Sul
8550,Cliente 8550,8667.8,Aprovada,-15.0479,-42.9469,22,313925,Mamonas,MG,Minas Gerais,2026-01-10T23:05:07,Sudeste
8551,Cliente 8551,4470.0,Pendenciada,-19.3661,-42.5446,61,315895,Santana do Paraíso,MG,Minas Gerais,2026-02-28T13:57:45,Sudeste
8552,Cliente 8552,7559.56,Aprovada,-23.4762,-52.6989,47,411040,Indianópolis,PR,Paraná,2026-01-31T08:35:42,Sul
8553,Cliente 8553,36391.15,Aprovada,-3.60841,-55.3199,7,150100,Aveiro,PA,Pará,2026-06-13T17:14:18,Norte
8554,Cliente 8554,47684.29,Aprovada,-22.0604,-46.4368,27,312990,Ibitiúra de Minas,MG,Minas Gerais,2026-06-12T10:11:14,Sudeste
8555,Cliente 8555,22531.23,Aprovada,-18.5013,-54.751,62,500330,Coxim,MS,Mato Grosso do Sul,2026-01-25T21:09:32,Centro-Oeste
8556,Cliente 8556,2451.99,Pendenciada,-6.78466,-38.0803,62,250077,Aparecida,PB,Paraíba,2026-02-15T12:36:15,Nordeste
8557,Cliente 8557,24746.0,Pendenciada,-9.80018,-49.2169,59,170710,Divinópolis do Tocantins,TO,Tocantins,2026-03-07T00:20:59,Norte
8558,Cliente 8558,16430.16,Aprovada,-3.31537,-61.2206,63,130083,Caapiranga,AM,Amazonas,2026-03-11T14:55:01,Norte
8559,Cliente 8559,3223.58,Aprovada,-7.621,-38.554,31,251335,Santa Inês,PB,Paraíba,2026-06-22T03:45:48,Nordeste
8560,Cliente 8560,12015.69,Aprovada,-7.81339,-38.1476,37,261247,Santa Cruz da Baixa Verde,PE,Pernambuco,2026-06-09T05:41:41,Nordeste
8561,Cliente 8561,28044.69,Aprovada,-7.79695,-35.5784,11,260220,Bom Jardim,PE,Pernambuco,2026-04-09T14:54:25,Nordeste
8562,Cliente 8562,1949.09,Aprovada,-15.3061,-49.6,23,520540,Ceres,GO,Goiás,2026-01-28T17:34:56,Centro-Oeste
8563,Cliente 8563,47898.12,Pendenciada,-24.0077,-51.3227,65,410760,Faxinal,PR,Paraná,2026-07-24T09:30:41,Sul
8564,Cliente 8564,23371.63,Aprovada,-21.5294,-50.5573,12,351650,Gabriel Monteiro,SP,São Paulo,2026-06-11T01:06:10,Sudeste
8565,Cliente 8565,26856.05,Aprovada,-13.4019,-44.1837,45,292905,São Félix do Coribe,BA,Bahia,2026-06-18T05:38:05,Nordeste
8566,Cliente 8566,13132.55,Aprovada,-22.8938,-45.307,52,354430,Roseira,SP,São Paulo,2026-02-27T07:25:43,Sudeste
8567,Cliente 8567,6454.88,Aprovada,-7.52983,-37.815,41,250800,Juru,PB,Paraíba,2026-01-02T22:10:18,Nordeste
8568,Cliente 8568,16416.19,Aprovada,-9.23342,-36.0162,69,270110,Branquinha,AL,Alagoas,2026-02-24T04:30:27,Nordeste
8569,Cliente 8569,469.45,Aprovada,-27.0086,-51.1543,13,421930,Videira,SC,Santa Catarina,2026-03-26T10:39:38,Sul
8570,Cliente 8570,40347.9,Reprovada,-28.1233,-54.8373,3,431647,Salvador das Missões,RS,Rio Grande do Sul,2026-02-20T14:37:35,Sul
8571,Cliente 8571,36386.04,Aprovada,-29.1897,-54.8666,60,431740,Santiago,RS,Rio Grande do Sul,2026-01-23T22:05:45,Sul
8572,Cliente 8572,47640.15,Aprovada,-5.91485,-39.257,0,230426,Deputado Irapuan Pinheiro,CE,Ceará,2026-04-10T23:29:23,Nordeste
8573,Cliente 8573,30218.38,Aprovada,-20.4452,-52.879,63,500020,Água Clara,MS,Mato Grosso do Sul,2026-02-03T07:32:57,Centro-Oeste
8574,Cliente 8574,16145.04,Aprovada,-10.6443,-45.1893,27,220300,Cristalândia do Piauí,PI,Piauí,2026-05-03T12:59:20,Nordeste
8575,Cliente 8575,34097.34,Aprovada,-26.6539,-52.8955,64,420785,Irati,SC,Santa Catarina,2026-04-14T02:29:22,Sul
8576,Cliente 8576,48940.78,Pendenciada,-18.8021,-43.6767,54,311810,Congonhas do Norte,MG,Minas Gerais,2026-02-02T19:31:23,Sudeste
8577,Cliente 8577,11266.38,Aprovada,-17.059,-40.58,66,310660,Bertópolis,MG,Minas Gerais,2026-03-05T17:49:06,Sudeste
8578,Cliente 8578,22791.14,Aprovada,-4.38505,-41.5969,45,220557,Lagoa de São Francisco,PI,Piauí,2026-06-26T05:48:27,Nordeste
8579,Cliente 8579,45804.6,Aprovada,-6.79667,-42.3903,6,220207,Cajazeiras do Piauí,PI,Piauí,2026-03-03T18:53:31,Nordeste
8580,Cliente 8580,31099.98,Aprovada,-9.84977,-57.8139,27,510615,Nova Bandeirantes,MT,Mato Grosso,2026-01-26T23:28:26,Centro-Oeste
8581,Cliente 8581,20209.54,Aprovada,-22.566,-47.397,39,352690,Limeira,SP,São Paulo,2026-07-12T16:21:45,Sudeste
8582,Cliente 8582,15671.42,Fraude,-27.0741,-53.2458,100,420310,Caibi,SC,Santa Catarina,2026-05-10T14:07:48,Sul
8583,Cliente 8583,32925.53,Aprovada,-6.56077,-47.4431,54,210405,Estreito,MA,Maranhão,2026-01-19T23:55:59,Nordeste
8584,Cliente 8584,40927.04,Aprovada,-20.7178,-46.313,58,316294,São José da Barra,MG,Minas Gerais,2026-03-02T02:32:02,Sudeste
8585,Cliente 8585,38387.02,Fraude,-30.543,-52.5204,88,430690,Encruzilhada do Sul,RS,Rio Grande do Sul,2026-04-29T20:29:54,Sul
8586,Cliente 8586,21997.72,Reprovada,-27.799,-49.487,40,420260,Bom Retiro,SC,Santa Catarina,2026-05-19T10:24:57,Sul
8587,Cliente 8587,45413.81,Aprovada,-5.98585,-40.2968,17,231330,Tauá,CE,Ceará,2026-06-09T20:36:06,Nordeste
8588,Cliente 8588,22001.91,Aprovada,-21.4872,-51.7024,46,353480,Ouro Verde,SP,São Paulo,2026-06-02T23:46:39,Sudeste
8589,Cliente 8589,35387.96,Aprovada,-6.71816,-36.0671,19,250160,Barra de Santa Rosa,PB,Paraíba,2026-05-10T05:01:45,Nordeste
8590,Cliente 8590,819.71,Aprovada,-8.44116,-40.7662,1,260515,Dormentes,PE,Pernambuco,2026-03-05T03:00:09,Nordeste
8591,Cliente 8591,14280.39,Pendenciada,-31.1054,-50.9167,2,431250,Mostardas,RS,Rio Grande do Sul,2026-07-20T02:46:05,Sul
8592,Cliente 8592,25163.72,Reprovada,-6.63323,-35.2966,45,251272,Pedro Régis,PB,Paraíba,2026-05-29T16:39:04,Nordeste
8593,Cliente 8593,29073.9,Aprovada,-27.7085,-53.1351,37,431642,Sagrada Família,RS,Rio Grande do Sul,2026-02-26T07:59:17,Sul
8594,Cliente 8594,46629.87,Fraude,-9.47937,-44.5811,96,220870,Redenção do Gurguéia,PI,Piauí,2026-05-18T13:56:08,Nordeste
8595,Cliente 8595,11935.25,Aprovada,-6.7529,-51.0858,54,150543,Ourilândia do Norte,PA,Pará,2026-02-27T10:59:23,Norte
8596,Cliente 8596,6563.11,Aprovada,-3.88863,-42.2324,52,220370,Esperantina,PI,Piauí,2026-06-08T17:47:10,Nordeste
8597,Cliente 8597,37833.43,Aprovada,-20.8862,-49.9025,5,355570,União Paulista,SP,São Paulo,2026-03-21T14:57:11,Sudeste
8598,Cliente 8598,10828.51,Aprovada,-29.1918,-49.9525,22,421380,Praia Grande,SC,Santa Catarina,2026-07-16T14:17:13,Sul
8599,Cliente 8599,3889.93,Aprovada,-7.8313,-40.8957,57,220327,Curral Novo do Piauí,PI,Piauí,2026-07-12T01:05:54,Nordeste
8600,Cliente 8600,4350.66,Aprovada,-20.2474,-50.1129,64,353690,Pedranópolis,SP,São Paulo,2026-07-04T04:51:09,Sudeste
8601,Cliente 8601,24331.2,Aprovada,-21.46,-42.9618,59,312130,Descoberto,MG,Minas Gerais,2026-03-12T12:27:03,Sudeste
8602,Cliente 8602,26645.51,Aprovada,-10.8376,-61.4697,56,510757,Rondolândia,MT,Mato Grosso,2026-04-02T01:02:46,Centro-Oeste
8603,Cliente 8603,1561.64,Aprovada,-20.0407,-47.7466,25,352010,Igarapava,SP,São Paulo,2026-02-01T00:43:52,Sudeste
8604,Cliente 8604,41154.59,Aprovada,-27.4555,-53.9296,5,432190,Três Passos,RS,Rio Grande do Sul,2026-06-19T00:06:20,Sul
8605,Cliente 8605,34991.51,Aprovada,-16.0521,-49.6039,38,522100,Taquaral de Goiás,GO,Goiás,2026-05-29T23:51:29,Centro-Oeste
8606,Cliente 8606,12398.57,Reprovada,-27.4829,-53.4026,65,432020,Seberi,RS,Rio Grande do Sul,2026-04-03T05:00:12,Sul
8607,Cliente 8607,33942.25,Reprovada,-7.15476,-41.3409,48,220435,Geminiano,PI,Piauí,2026-04-21T22:01:50,Nordeste
8608,Cliente 8608,17734.89,Aprovada,-21.3,-44.6567,8,313450,Itutinga,MG,Minas Gerais,2026-03-13T16:22:47,Sudeste
8609,Cliente 8609,1190.71,Aprovada,-23.0992,-45.7076,54,350850,Caçapava,SP,São Paulo,2026-05-02T16:28:02,Sudeste
8610,Cliente 8610,13153.13,Pendenciada,-22.6029,-46.9192,2,354800,Santo Antônio de Posse,SP,São Paulo,2026-05-18T17:45:09,Sudeste
8611,Cliente 8611,44986.89,Fraude,-20.7411,-46.8624,100,315290,Pratápolis,MG,Minas Gerais,2026-05-24T23:42:17,Sudeste
8612,Cliente 8612,48457.6,Aprovada,-7.93063,-41.2075,38,220515,Jacobina do Piauí,PI,Piauí,2026-06-10T21:51:14,Nordeste
8613,Cliente 8613,31913.07,Aprovada,-23.7058,-51.6404,58,411550,Marumbi,PR,Paraná,2026-01-15T18:12:11,Sul
8614,Cliente 8614,25173.03,Reprovada,-6.26486,-35.1943,1,240420,Goianinha,RN,Rio Grande do Norte,2026-07-22T01:58:41,Nordeste
8615,Cliente 8615,1204.0,Aprovada,-27.3689,-52.7756,12,431270,Nonoai,RS,Rio Grande do Sul,2026-06-23T08:37:07,Sul
8616,Cliente 8616,20045.64,Aprovada,-15.6032,-44.391,39,314915,Pedras de Maria da Cruz,MG,Minas Gerais,2026-03-01T07:23:20,Sudeste
8617,Cliente 8617,7709.29,Pendenciada,-15.452,-47.6089,50,521760,Planaltina,GO,Goiás,2026-02-01T08:53:47,Centro-Oeste
8618,Cliente 8618,18442.21,Aprovada,-25.7813,-53.3135,70,412300,Salto do Lontra,PR,Paraná,2026-01-20T00:45:47,Sul
8619,Cliente 8619,2809.82,Aprovada,-30.0875,-51.7275,34,430110,Arroio dos Ratos,RS,Rio Grande do Sul,2026-04-09T07:14:04,Sul
